sample,total_count,population,count,percentage
sample01213,104113,nk_cell,13465,12.9330631141
sample01214,91373,b_cell,11773,12.8845501406
sample01214,91373,cd4_t_cell,22600,24.7337835028
sample01214,91373,cd8_t_cell,29117,31.8660873562
sample01214,91373,monocyte,20390,22.3151259125
sample01214,91373,nk_cell,7493,8.2004530879
sample01215,96182,b_cell,8812,9.1617974257
sample01215,96182,cd4_t_cell,37619,39.1123079162
sample01215,96182,cd8_t_cell,27397,28.4845397268
sample01215,96182,monocyte,8892,9.2449730719
sample01215,96182,nk_cell,13462,13.9963818594
sample01216,112149,b_cell,14969,13.3474217336
sample01216,112149,cd4_t_cell,37667,33.5865678695
sample01216,112149,cd8_t_cell,26560,23.6827791599
sample01216,112149,monocyte,21853,19.4856842237
sample01216,112149,nk_cell,11100,9.8975470133
sample01217,101798,b_cell,12679,12.4550580562
sample01217,101798,cd4_t_cell,28090,27.5938623549
sample01217,101798,cd8_t_cell,31766,31.2049352640
sample01217,101798,monocyte,19308,18.9669738109
sample01217,101798,nk_cell,9955,9.7791705142
sample01218,106596,b_cell,10711,10.0482194454
sample01218,106596,cd4_t_cell,33781,31.6906825772
sample01218,106596,cd8_t_cell,28848,27.0629291906
sample01218,106596,monocyte,15102,14.1675109760
sample01218,106596,nk_cell,18154,17.0306578108
sample01219,98404,b_cell,16008,16.2676313971
sample01219,98404,cd4_t_cell,26941,27.3779521158
sample01219,98404,cd8_t_cell,28460,28.9215885533
sample01219,98404,monocyte,16486,16.7533840088
sample01219,98404,nk_cell,10509,10.6794439250
sample01220,105486,b_cell,8877,8.4153347364
sample01220,105486,cd4_t_cell,36715,34.8055666155
sample01220,105486,cd8_t_cell,26546,25.1654247957
sample01220,105486,monocyte,16868,15.9907475874
sample01220,105486,nk_cell,16480,15.6229262651
sample01221,105468,b_cell,8025,7.6089429969
sample01221,105468,cd4_t_cell,23142,21.9422004779
sample01221,105468,cd8_t_cell,32996,31.2853187697
sample01221,105468,monocyte,23226,22.0218454887
sample01221,105468,nk_cell,18079,17.1416922668
sample01222,106094,b_cell,10867,10.2428035516
sample01222,106094,cd4_t_cell,29480,27.7866797368
sample01222,106094,cd8_t_cell,32975,31.0809282335
sample01222,106094,monocyte,17247,16.2563387185
sample01222,106094,nk_cell,15525,14.6332497596
sample01223,104388,b_cell,6001,5.7487450665
sample01223,104388,cd4_t_cell,33219,31.8226232900
sample01223,104388,cd8_t_cell,26773,25.6475840135
sample01223,104388,monocyte,18022,17.2644365253
sample01223,104388,nk_cell,20373,19.5166111047
sample01224,101796,b_cell,12464,12.2440960352
sample01224,101796,cd4_t_cell,36002,35.3668120555
sample01224,101796,cd8_t_cell,20858,20.4899996071
sample01224,101796,monocyte,21620,21.2385555425
sample01224,101796,nk_cell,10852,10.6605367598
sample01225,104760,b_cell,11712,11.1798396334
sample01225,104760,cd4_t_cell,25432,24.2764413898
sample01225,104760,cd8_t_cell,28003,26.7306223750
sample01225,104760,monocyte,22126,21.1206567392
sample01225,104760,nk_cell,17487,16.6924398625
sample01226,106189,b_cell,10225,9.6290576237
sample01226,106189,cd4_t_cell,28602,26.9349932667
sample01226,106189,cd8_t_cell,21025,19.7996025954
sample01226,106189,monocyte,24192,22.7820207366
sample01226,106189,nk_cell,22145,20.8543257776
sample01227,91231,b_cell,10305,11.2955026252
sample01227,91231,cd4_t_cell,20628,22.6107353860
sample01227,91231,cd8_t_cell,20465,22.4320680470
sample01227,91231,monocyte,13993,15.3379881838
sample01227,91231,nk_cell,25840,28.3237057579
sample01228,98579,b_cell,10744,10.8988729851
sample01228,98579,cd4_t_cell,21208,21.5137098165
sample01228,98579,cd8_t_cell,24585,24.9393887136
sample01228,98579,monocyte,27334,27.7280150945
sample01228,98579,nk_cell,14708,14.9200133903
sample01229,104556,b_cell,5573,5.3301580015
sample01229,104556,cd4_t_cell,40658,38.8863384215
sample01229,104556,cd8_t_cell,19086,18.2543326065
sample01229,104556,monocyte,25074,23.9814070928
sample01229,104556,nk_cell,14165,13.5477638777
sample01230,94586,b_cell,10101,10.6791702789
sample01230,94586,cd4_t_cell,27521,29.0962721756
sample01230,94586,cd8_t_cell,19569,20.6891083247
sample01230,94586,monocyte,22600,23.8935994756
sample01230,94586,nk_cell,14795,15.6418497452
sample01231,92143,b_cell,10890,11.8185863278
sample01231,92143,cd4_t_cell,27790,30.1596431633
sample01231,92143,cd8_t_cell,26291,28.5328239801
sample01231,92143,monocyte,15502,16.8238498855
sample01231,92143,nk_cell,11670,12.6650966433
sample01232,91803,b_cell,12706,13.8405063015
sample01232,91803,cd4_t_cell,23370,25.4566844221
sample01232,91803,cd8_t_cell,28852,31.4281668355
sample01232,91803,monocyte,14828,16.1519776042
sample01232,91803,nk_cell,12047,13.1226648367
sample01233,106767,b_cell,13619,12.7558140624
sample01233,106767,cd4_t_cell,25422,23.8107280339
sample01233,106767,cd8_t_cell,24341,22.7982429028
sample01233,106767,monocyte,19841,18.5834574353
sample01233,106767,nk_cell,23544,22.0517575655
sample01234,98079,b_cell,10021,10.2172738303
sample01234,98079,cd4_t_cell,24399,24.8768849601
sample01234,98079,cd8_t_cell,21281,21.6978150267
sample01234,98079,monocyte,28301,28.8553105150
sample01234,98079,nk_cell,14077,14.3527156680
sample01235,110753,b_cell,11137,10.0557095519
sample01235,110753,cd4_t_cell,26494,23.9216996379
sample01235,110753,cd8_t_cell,40454,36.5263243434
sample01235,110753,monocyte,17464,15.7684216229
sample01235,110753,nk_cell,15204,13.7278448439
sample01236,94444,b_cell,17587,18.6216170429
sample01236,94444,cd4_t_cell,21649,22.9225784592
sample01236,94444,cd8_t_cell,18288,19.3638558299
sample01236,94444,monocyte,25229,26.7131845326
sample01236,94444,nk_cell,11691,12.3787641354
sample01237,103715,b_cell,17444,16.8191679121
sample01237,103715,cd4_t_cell,25634,24.7158077424
sample01237,103715,cd8_t_cell,31770,30.6320204406
sample01237,103715,monocyte,14281,13.7694643976
sample01237,103715,nk_cell,14586,14.0635395073
sample01238,108087,b_cell,9106,8.4246949217
sample01238,108087,cd4_t_cell,29031,26.8589192040
sample01238,108087,cd8_t_cell,22010,20.3632259199
sample01238,108087,monocyte,24763,22.9102482260
sample01238,108087,nk_cell,23177,21.4429117285
sample01239,95936,b_cell,12266,12.7856070714
sample01239,95936,cd4_t_cell,19441,20.2645513676
sample01239,95936,cd8_t_cell,23667,24.6695713809
sample01239,95936,monocyte,18892,19.6922948632
sample01239,95936,nk_cell,21670,22.5879753169
sample01240,88086,b_cell,6489,7.3666643962
sample01240,88086,cd4_t_cell,26673,30.2806348341
sample01240,88086,cd8_t_cell,16380,18.5954635243
sample01240,88086,monocyte,25013,28.3961128897
sample01240,88086,nk_cell,13531,15.3611243557
sample01241,102530,b_cell,8282,8.0776358139
sample01241,102530,cd4_t_cell,29907,29.1690237004
sample01241,102530,cd8_t_cell,20426,19.9219740564
sample01241,102530,monocyte,24181,23.5843167853
sample01241,102530,nk_cell,19734,19.2470496440
sample01242,99421,b_cell,5779,5.8126552740
sample01242,99421,cd4_t_cell,30720,30.8989046580
sample01242,99421,cd8_t_cell,23743,23.8812725682
sample01242,99421,monocyte,23473,23.6097001639
sample01242,99421,nk_cell,15706,15.7974673359
sample01243,94742,b_cell,14889,15.7153110553
sample01243,94742,cd4_t_cell,26386,27.8503725908
sample01243,94742,cd8_t_cell,28228,29.7946000718
sample01243,94742,monocyte,14428,15.2287264360
sample01243,94742,nk_cell,10811,11.4109898461
sample01244,98943,b_cell,11819,11.9452614131
sample01244,98943,cd4_t_cell,28936,29.2451209282
sample01244,98943,cd8_t_cell,20189,20.4046774405
sample01244,98943,monocyte,27306,27.5977077711
sample01244,98943,nk_cell,10693,10.8072324470
sample01245,93678,b_cell,8483,9.0554879481
sample01245,93678,cd4_t_cell,27385,29.2331177011
sample01245,93678,cd8_t_cell,20398,21.7745895514
sample01245,93678,monocyte,22258,23.7601144346
sample01245,93678,nk_cell,15154,16.1766903649
sample01246,106441,b_cell,11608,10.9055721010
sample01246,106441,cd4_t_cell,29953,28.1404721865
sample01246,106441,cd8_t_cell,29224,27.4555857235
sample01246,106441,monocyte,18918,17.7732264823
sample01246,106441,nk_cell,16738,15.7251435067
sample01247,96431,b_cell,6941,7.1978927938
sample01247,96431,cd4_t_cell,38535,39.9612157916
sample01247,96431,cd8_t_cell,24625,25.5363938982
sample01247,96431,monocyte,18761,19.4553618650
sample01247,96431,nk_cell,7569,7.8491356514
sample01248,108830,b_cell,8349,7.6715979050
sample01248,108830,cd4_t_cell,32352,29.7270973077
sample01248,108830,cd8_t_cell,29419,27.0320683635
sample01248,108830,monocyte,26116,23.9970596343
sample01248,108830,nk_cell,12594,11.5721767895
sample01249,93814,b_cell,6723,7.1663078005
sample01249,93814,cd4_t_cell,39442,42.0427654721
sample01249,93814,cd8_t_cell,14037,14.9625855416
sample01249,93814,monocyte,17410,18.5579977402
sample01249,93814,nk_cell,16202,17.2703434455
sample01250,94327,b_cell,6883,7.2969563328
sample01250,94327,cd4_t_cell,30119,31.9304122892
sample01250,94327,cd8_t_cell,31140,33.0128171149
sample01250,94327,monocyte,14397,15.2628621710
sample01250,94327,nk_cell,11788,12.4969520922
sample01251,98171,b_cell,11509,11.7234213770
sample01251,98171,cd4_t_cell,28314,28.8415112406
sample01251,98171,cd8_t_cell,23722,24.1639588066
sample01251,98171,monocyte,21275,21.6713693453
sample01251,98171,nk_cell,13351,13.5997392305
sample01252,91723,b_cell,11467,12.5017716385
sample01252,91723,cd4_t_cell,26518,28.9109601736
sample01252,91723,cd8_t_cell,24013,26.1799112545
sample01252,91723,monocyte,22827,24.8868876945
sample01252,91723,nk_cell,6898,7.5204692389
sample01253,96193,b_cell,10004,10.3999251505
sample01253,96193,cd4_t_cell,25341,26.3439127587
sample01253,96193,cd8_t_cell,22083,22.9569719210
sample01253,96193,monocyte,16565,17.2205877767
sample01253,96193,nk_cell,22200,23.0786023931
sample01254,91776,b_cell,13483,14.6912046722
sample01254,91776,cd4_t_cell,28612,31.1759065551
sample01254,91776,cd8_t_cell,19711,21.4772925384
sample01254,91776,monocyte,12419,13.5318601813
sample01254,91776,nk_cell,17551,19.1237360530
sample01255,93283,b_cell,7297,7.8224328120
sample01255,93283,cd4_t_cell,26521,28.4306894075
sample01255,93283,cd8_t_cell,23456,25.1449889047
sample01255,93283,monocyte,20008,21.4487098399
sample01255,93283,nk_cell,16001,17.1531790358
sample01256,102521,b_cell,8308,8.1037055823
sample01256,102521,cd4_t_cell,25236,24.6154446406
sample01256,102521,cd8_t_cell,27453,26.7779284244
sample01256,102521,monocyte,24431,23.8302396582
sample01256,102521,nk_cell,17093,16.6726816945
sample01257,91862,b_cell,5800,6.3138185539
sample01257,91862,cd4_t_cell,40596,44.1923755198
sample01257,91862,cd8_t_cell,14721,16.0251246435
sample01257,91862,monocyte,16077,17.5012518778
sample01257,91862,nk_cell,14668,15.9674294050
sample01258,94423,b_cell,10182,10.7833896402
sample01258,94423,cd4_t_cell,27144,28.7472331953
sample01258,94423,cd8_t_cell,26708,28.2854812916
sample01258,94423,monocyte,15443,16.3551253402
sample01258,94423,nk_cell,14946,15.8287705326
sample01259,109244,b_cell,7939,7.2672183369
sample01259,109244,cd4_t_cell,33955,31.0817985427
sample01259,109244,cd8_t_cell,23826,21.8098934495
sample01259,109244,monocyte,22254,20.3709128190
sample01259,109244,nk_cell,21270,19.4701768518
sample01260,101082,b_cell,13369,13.2258958074
sample01260,101082,cd4_t_cell,32994,32.6408262599
sample01260,101082,cd8_t_cell,26568,26.2836113255
sample01260,101082,monocyte,17724,17.5342791001
sample01260,101082,nk_cell,10427,10.3153875072
sample01261,104505,b_cell,7852,7.5135160997
sample01261,104505,cd4_t_cell,36747,35.1629108655
sample01261,104505,cd8_t_cell,24290,23.2429070379
sample01261,104505,monocyte,16468,15.7580976987
sample01261,104505,nk_cell,19148,18.3225682982
sample01262,98411,b_cell,14490,14.7239637845
sample01262,98411,cd4_t_cell,36075,36.6574874760
sample01262,98411,cd8_t_cell,18891,19.1960248346
sample01262,98411,monocyte,18881,19.1858633689
sample01262,98411,nk_cell,10074,10.2366605359
sample01263,101827,b_cell,11227,11.0255629646
sample01263,101827,cd4_t_cell,27623,27.1273827177
sample01263,101827,cd8_t_cell,24454,24.0152415371
sample01263,101827,monocyte,25205,24.7527669479
sample01263,101827,nk_cell,13318,13.0790458326
sample01264,109520,b_cell,13516,12.3411249087
sample01264,109520,cd4_t_cell,41376,37.7794010226
sample01264,109520,cd8_t_cell,23748,21.6837107378
sample01264,109520,monocyte,18654,17.0325054785
sample01264,109520,nk_cell,12226,11.1632578524
sample01265,97813,b_cell,7913,8.0899266969
sample01265,97813,cd4_t_cell,31227,31.9252042162
sample01265,97813,cd8_t_cell,25339,25.9055544764
sample01265,97813,monocyte,21247,21.7220614847
sample01265,97813,nk_cell,12087,12.3572531259
sample01266,107789,b_cell,8736,8.1047231165
sample01266,107789,cd4_t_cell,31942,29.6338216330
sample01266,107789,cd8_t_cell,25468,23.6276428949
sample01266,107789,monocyte,26398,24.4904396553
sample01266,107789,nk_cell,15245,14.1433727004
sample01267,97482,b_cell,11373,11.6667692497
sample01267,97482,cd4_t_cell,32703,33.5477318890
sample01267,97482,cd8_t_cell,23253,23.8536345171
sample01267,97482,monocyte,20935,21.4757596274
sample01267,97482,nk_cell,9218,9.4561047168
sample01268,92304,b_cell,8186,8.8685214075
sample01268,92304,cd4_t_cell,27634,29.9380308546
sample01268,92304,cd8_t_cell,26253,28.4418876755
sample01268,92304,monocyte,20026,21.6957011614
sample01268,92304,nk_cell,10205,11.0558589010
sample01269,101119,b_cell,10617,10.4995104778
sample01269,101119,cd4_t_cell,35070,34.6819094334
sample01269,101119,cd8_t_cell,26909,26.6112204432
sample01269,101119,monocyte,15194,15.0258606197
sample01269,101119,nk_cell,13329,13.1814990259
sample01270,100348,b_cell,11605,11.5647546538
sample01270,100348,cd4_t_cell,26251,26.1599633276
sample01270,100348,cd8_t_cell,21923,21.8469725356
sample01270,100348,monocyte,25052,24.9651213776
sample01270,100348,nk_cell,15517,15.4631881054
sample01271,100519,b_cell,20974,20.8657069808
sample01271,100519,cd4_t_cell,26484,26.3472577324
sample01271,100519,cd8_t_cell,23959,23.8352948199
sample01271,100519,monocyte,19265,19.1655308947
sample01271,100519,nk_cell,9837,9.7862095723
sample01272,107589,b_cell,13131,12.2047792990
sample01272,107589,cd4_t_cell,30516,28.3634944093
sample01272,107589,cd8_t_cell,30936,28.7538688899
sample01272,107589,monocyte,15942,14.8174999303
sample01272,107589,nk_cell,17064,15.8603574715
sample01273,107269,b_cell,9798,9.1340461830
sample01273,107269,cd4_t_cell,37505,34.9635029692
sample01273,107269,cd8_t_cell,24980,23.2872498112
sample01273,107269,monocyte,17471,16.2870913311
sample01273,107269,nk_cell,17515,16.3281097055
sample01274,103702,b_cell,11246,10.8445353031
sample01274,103702,cd4_t_cell,33110,31.9280245318
sample01274,103702,cd8_t_cell,20747,20.0063643903
sample01274,103702,monocyte,20708,19.9687566296
sample01274,103702,nk_cell,17891,17.2523191452
sample01275,105936,b_cell,6909,6.5218622565
sample01275,105936,cd4_t_cell,32003,30.2097492826
sample01275,105936,cd8_t_cell,25683,24.2438830992
sample01275,105936,monocyte,22088,20.8503247244
sample01275,105936,nk_cell,19253,18.1741806374
sample01276,105030,b_cell,14516,13.8208131010
sample01276,105030,cd4_t_cell,23956,22.8087213177
sample01276,105030,cd8_t_cell,20375,19.3992192707
sample01276,105030,monocyte,23558,22.4297819671
sample01276,105030,nk_cell,22625,21.5414643435
sample01277,107741,b_cell,8797,8.1649511328
sample01277,107741,cd4_t_cell,27439,25.4675564548
sample01277,107741,cd8_t_cell,27329,25.3654597600
sample01277,107741,monocyte,30342,28.1619810471
sample01277,107741,nk_cell,13834,12.8400516052
sample01278,95794,b_cell,5402,5.6391840825
sample01278,95794,cd4_t_cell,30485,31.8234962524
sample01278,95794,cd8_t_cell,21668,22.6193707330
sample01278,95794,monocyte,14431,15.0646178258
sample01278,95794,nk_cell,23808,24.8533311063
sample01279,104560,b_cell,6382,6.1036725325
sample01279,104560,cd4_t_cell,26545,25.3873374139
sample01279,104560,cd8_t_cell,25272,24.1698546289
sample01279,104560,monocyte,26834,25.6637337414
sample01279,104560,nk_cell,19527,18.6754016832
sample01280,98370,b_cell,12590,12.7986174647
sample01280,98370,cd4_t_cell,32548,33.0873233709
sample01280,98370,cd8_t_cell,23332,23.7186133984
sample01280,98370,monocyte,21771,22.1317474840
sample01280,98370,nk_cell,8129,8.2636982820
sample01281,95663,b_cell,5364,5.6071835506
sample01281,95663,cd4_t_cell,32640,34.1197746255
sample01281,95663,cd8_t_cell,25117,26.2557101492
sample01281,95663,monocyte,14412,15.0653857813
sample01281,95663,nk_cell,18130,18.9519458934
sample01282,94409,b_cell,10643,11.2732896228
sample01282,94409,cd4_t_cell,22084,23.3918376426
sample01282,94409,cd8_t_cell,29232,30.9631496997
sample01282,94409,monocyte,18748,19.8582762237
sample01282,94409,nk_cell,13702,14.5134468112
sample01283,105146,b_cell,16279,15.4822817796
sample01283,105146,cd4_t_cell,25481,24.2339223556
sample01283,105146,cd8_t_cell,23981,22.8073345634
sample01283,105146,monocyte,23520,22.3688965819
sample01283,105146,nk_cell,15885,15.1075647195
sample01284,107710,b_cell,10470,9.7205459103
sample01284,107710,cd4_t_cell,38134,35.4043264321
sample01284,107710,cd8_t_cell,22975,21.3304242874
sample01284,107710,monocyte,15541,14.4285581654
sample01284,107710,nk_cell,20590,19.1161452047
sample01285,93609,b_cell,8063,8.6134880193
sample01285,93609,cd4_t_cell,24995,26.7014923779
sample01285,93609,cd8_t_cell,25604,27.3520708479
sample01285,93609,monocyte,22800,24.3566323751
sample01285,93609,nk_cell,12147,12.9763163798
sample01286,99219,b_cell,8931,9.0013001542
sample01286,99219,cd4_t_cell,35028,35.3037220694
sample01286,99219,cd8_t_cell,28923,29.1506667070
sample01286,99219,monocyte,11610,11.7013878390
sample01286,99219,nk_cell,14727,14.8429232304
sample01287,98586,b_cell,12874,13.0586493011
sample01287,98586,cd4_t_cell,27621,28.0171626803
sample01287,98586,cd8_t_cell,23194,23.5266670724
sample01287,98586,monocyte,20872,21.1713630739
sample01287,98586,nk_cell,14025,14.2261578723
sample01288,106008,b_cell,10696,10.0898045431
sample01288,106008,cd4_t_cell,32247,30.4194023093
sample01288,106008,cd8_t_cell,25455,24.0123386914
sample01288,106008,monocyte,18698,17.6382914497
sample01288,106008,nk_cell,18912,17.8401630066
sample01289,100855,b_cell,7920,7.8528580636
sample01289,100855,cd4_t_cell,30095,29.8398691190
sample01289,100855,cd8_t_cell,28835,28.5905507907
sample01289,100855,monocyte,18711,18.5523771752
sample01289,100855,nk_cell,15294,15.1643448515
sample01290,94206,b_cell,5752,6.1057682101
sample01290,94206,cd4_t_cell,26751,28.3962804917
sample01290,94206,cd8_t_cell,31936,33.9001762096
sample01290,94206,monocyte,18446,19.5804938114
